Manufacturer;Name;Category;Subcategory;Total (kgCO2eq);Use (%);Yearly TEC (kWh);Lifetime;Use Location;Date;Sources;Error (%);Manufacturing;Weight;Assembly Location;Screen size;Server Type;HDD/SSD;RAM;CPU;U;Update Date
Dell;Dell AW3418HW Monitor;;;934,0;32,4;95,9655;6,0;EU;December, 2018;https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-AW3418HW-monitor.pdf;15,63;52,7;18,361;China;34,0;;;;;2021-10-18;Dell Auto Parser
