manufacturer;name;category;subcategory;kgCO2eq (total);use (%);Yearly TEC (kWh);Lifetime;Use Location;date;sources;error (%);Manufacturing;Weight;Assembly Location;Screen size;Server Type;HDD/SSD;RAM;CPU;U;;;;;;;;;;;;;;
HP;HP 205 Pro G4 24 All-in-One PC ;Workplace;Desktop;560;40,00%;72,83;5;Worldwide;2020;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020725191650967.pdf;0,339285714;;6;China;23,8;;;;;;;;;;;;;;;;;;;
HP;HP EliteOne 1000 G2 23.8-in All-in-One Business PC ;Workplace;Desktop;670;55,00%;106,7;5;Worldwide;2018;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2018816224610922.pdf;0,417910448;;10,1;China;23,8;;;;;;;;;;;;;;;;;;;
HP;HP EliteOne 800 G3 Non-Touch GPU All-in-One Business PC ;Workplace;Desktop;715;55,00%;112,3;5;Worldwide;2017;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201710322311874.pdf;0,412587413;;9,9;China;23,8;;;;;;;;;;;;;;;;;;;
HP;HP ElitePOS G1 14 inch Touch AiO Retail System, Model 145 ;Workplace;Desktop;470;46,00%;63,07;5;Worldwide;2017;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017102622366247.pdf;0,361702128;;4,6;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Engage One Prime All-in-One System ;Workplace;Desktop;370;38,00%;39,2;5;Worldwide;2019;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201932022396196.pdf;0,297297297;;4;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProOne 400 G5 20-inch AIO ;Workplace;Desktop;555;51,00%;82;5;Worldwide;2019;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2019710225426480.pdf;0,387387387;;7,7;China;20;;;;;;;;;;;;;;;;;;;
HP;HP RP9 G1 AiO Retail System, Model 9115 ;Workplace;Desktop;505;45,00%;67,4;5;Worldwide;2018;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20181212223131350.pdf;0,356435644;;8,9;China;15,6;;;;;;;;;;;;;;;;;;;
HP;Sprout Pro by HP G2 ;Workplace;Desktop;990;61,00%;184,7;5;Worldwide;2017;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017103223117824.pdf;0,47979798;;15,6;China;23,8;;;;;;;;;;;;;;;;;;;
HP;HP ProDesk 600 G3 Small Form Factor Business PC ;Workplace;Desktop;470;47,00%;64,2;5;Worldwide;2017;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20171027223940924.pdf;0,340425532;;5,4;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 Pro G3 Microtower Business PC ;Workplace;Desktop;535;53,00%;81,5;5;Worldwide;2017;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017103223125574.pdf;0,355140187;;6,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP ProDesk 600 G4 Small Form Factor Business PC ;Workplace;Desktop;520;42,00%;72,4;5;Worldwide;2018;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2018723234252430.pdf;0,346153846;;5,2;China;;;;;;;;;;;;;;;;;;;;
HP;HP Prodesk 600 G4 Desktop Mini Business PC ;Workplace;Desktop;330;49,00%;39,97;5;Worldwide;2018;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201872323425270.pdf;0,281818182;;2,2;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G5 TWR ;Workplace;Desktop;535;49,00%;65;5;Worldwide;2019;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201978224527796.pdf;0,271028037;;1,4;China;;;;;;;;;;;;;;;;;;;;
HP;HP ProDesk 600 G6 Microtower PC ;Workplace;Desktop;675;37,04%;54,39;5;Worldwide;2017;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20201047268807.pdf;0,22962963;;6,36;China;;;;;;;;;;;;;;;;;;;;
HP;HP Engage Flex Pro-C ;Workplace;Thin Client;580;;85,2;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_thinc_2019916223119461.pdf;0,293103448;;5;China;;;;;;;;;;;;;;;;;;;;
HP;HP t240 Thin Client ;Workplace;Thin Client;95;;15,1;5;Worldwide;October 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_thinc_2019510231035419.pdf;0,473684211;;1;China;;;;;;;;;;;;;;;;;;;;
HP;HP t310 G2 Zero Client ;Workplace;Thin Client;110;;35;5;Worldwide;October 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_thinc_2017103223125246.pdf;0,363636364;;1,8;China;;;;;;;;;;;;;;;;;;;;
HP;HP t430 Thin Client ;Workplace;Thin Client;75;;13,6;5;Worldwide;October 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_thinc_2018816224611782.pdf;0,466666667;;1,4;China;;;;;;;;;;;;;;;;;;;;
HP;HP t530 Thin Client ;Workplace;Thin Client;105;;33,5;5;Worldwide;October 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_thinc_20171027223940690.pdf;0,380952381;;0,9;China;;;;;;;;;;;;;;;;;;;;
HP;HP t540 Thin Client ;Workplace;Thin Client;130;;34,81;5;Worldwide;October 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_thinc_202010473217171.pdf;0,346153846;;1,21;China;;;;;;;;;;;;;;;;;;;;
HP;HP t640 Thin Client ;Workplace;Thin Client;310;;163,6;5;Worldwide;October 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_thinc_2019109232858432.pdf;0,403225806;;2;China;;;;;;;;;;;;;;;;;;;;
HP;HP t740 Thin Client ;Workplace;Thin Client;185;;80,1;5;Worldwide;October 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_thinc_2019916223119351.pdf;0,378378378;;2,3;China;;;;;;;;;;;;;;;;;;;;
HP;HP Elite x2 1012 G2 Tablet ;Workplace;Tablet;198;;27;2;Worldwide;2017;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_tablet_2017814134728669.pdf;0,297979798;;1,2;China;12,3;;;;;;;;;;;;;;;;;;;
HP;HP Pro x2 612 G2 Tablet PC ;Workplace;Tablet;175;;26,3;2;Worldwide;2017;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_tablet_2017103223124933.pdf;0,371428571;;1,278;China;12;;;;;;;;;;;;;;;;;;;
HP;HP 200 G4 22 All-in-One PC ;Workplace;Desktop;660;;108,8;5;Worldwide;April 2015;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20203122249127.pdf;0,333333333;;6,4;China;21,5;;;;;;;;;;;;;;;;;;;
HP;HP 200 Pro G4 22 All-in-One PC ;Workplace;Desktop;660;;108,8;5;Worldwide;April 2015;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031222491230.pdf;0,333333333;;6,4;China;21,5;;;;;;;;;;;;;;;;;;;
HP;HP 205 G4 22 All-in-One PC ;Workplace;Desktop;660;;108,8;5;Worldwide;April 2015;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031723827214.pdf;0,340909091;;6,4;China;21,5;;;;;;;;;;;;;;;;;;;
HP;HP 205 G4 24 All-in-One PC ;Workplace;Desktop;560;;72,83;5;Worldwide;April 2015;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020725191650655.pdf;0,339285714;;6;China;23,8;;;;;;;;;;;;;;;;;;;
HP;HP 205 Pro G4 22 All-in-One PC ;Workplace;Desktop;660;;108,8;5;Worldwide;April 2015;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031723827495.pdf;0,348484848;;6,4;China;21,5;;;;;;;;;;;;;;;;;;;
HP;HP 205 Pro G4 24 All-in-One PC ;Workplace;Desktop;560;;72,83;5;Worldwide;April 2015;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020725191650967.pdf;0,339285714;;6;China;23,8;;;;;;;;;;;;;;;;;;;
HP;HP 215 Pro G5 MT ;Workplace;Desktop;625;;85,06;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020312224857949.pdf;0,288;;5,7;China;;;;;;;;;;;;;;;;;;;;
HP;HP 218 Pro G5 MT ;Workplace;Desktop;560;;67,2;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031723825463.pdf;0,266071429;;5,76;China;;;;;;;;;;;;;;;;;;;;
HP;HP 260 G4 Desktop Mini PC ;Workplace;Desktop;355;;22,73;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20201047268572.pdf;0,211267606;;2,36;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 G3 Microtower Business PC ;Workplace;Desktop;535;;81,5;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017103223125340.pdf;0,355140187;;6,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 G4 SFF Business PC ;Workplace;Desktop;695;;97,4;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020312224859292.pdf;0,26618705;;5,3;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 G5 MT Business PC ;Workplace;Desktop;1120;;218,5;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020312224859902.pdf;0,352678571;;5,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 G5 Small Form Factor PC ;Workplace;Desktop;625;;72,84;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20201015223024357.pdf;0,24;;5,53;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 G6 Microtower PC ;Workplace;Desktop;830;;129,62;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202062311532967.pdf;0,295180723;;6,1;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 Pro G3 Microtower Business PC ;Workplace;Desktop;535;;81,5;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017103223125574.pdf;0,355140187;;6,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 Pro G3 SFF ;Workplace;Desktop;422;;53,67;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031723825948.pdf;0,260663507;;4,76;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 Pro G4 SFF Business PC ;Workplace;Desktop;695;;97,4;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020312224859480.pdf;0,26618705;;5,3;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 Pro G5 MT Business PC ;Workplace;Desktop;1120;;218,5;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031222490105.pdf;0,352678571;;5,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 Pro G5 Small Form Factor PC ;Workplace;Desktop;625;;72,84;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20201015223024575.pdf;0,24;;5,53;China;;;;;;;;;;;;;;;;;;;;
HP;HP 280 Pro G6 Microtower PC ;Workplace;Desktop;830;;129,62;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020623115329286.pdf;0,295180723;;6,1;China;;;;;;;;;;;;;;;;;;;;
HP;HP 282 Pro G3 Microtower Business PC ;Workplace;Desktop;535;;81,5;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017103223125449.pdf;0,355140187;;6,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP 282 Pro G5 MT Business PC ;Workplace;Desktop;1120;;218,5;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031222490339.pdf;0,352678571;;5,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP 282 Pro G6 Microtower PC ;Workplace;Desktop;830;;129,62;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020623115329505.pdf;0,295180723;;6,1;China;;;;;;;;;;;;;;;;;;;;
HP;HP 285 Pro G3 Microtower Business PC ;Workplace;Desktop;685;;90,99;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020312224855621.pdf;0,262773723;;6,1;China;;;;;;;;;;;;;;;;;;;;
HP;HP 288 Pro G5 MT Business PC ;Workplace;Desktop;1120;;218,5;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031222490495.pdf;0,352678571;;5,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP 288 Pro G6 Microtower PC ;Workplace;Desktop;830;;129,62;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020623115329723.pdf;0,295180723;;6,1;China;;;;;;;;;;;;;;;;;;;;
HP;HP 290 G1 SFF ;Workplace;Desktop;421;;53,67;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031723826166.pdf;0,256532067;;4,76;China;;;;;;;;;;;;;;;;;;;;
HP;HP 290 G2 MT Business PC ;Workplace;Desktop;970;;171;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201912922521993.pdf;0,319587629;;6,1;China;;;;;;;;;;;;;;;;;;;;
HP;HP 290 G2 SFF Business PC ;Workplace;Desktop;695;;97,4;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020312224859667.pdf;0,26618705;;5,3;China;;;;;;;;;;;;;;;;;;;;
HP;HP 290 G3 MT Business PC ;Workplace;Desktop;1120;;218,5;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031222490855.pdf;0,352678571;;5,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP 290 G3 Small Form Factor PC ;Workplace;Desktop;625;;72,84;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20201015223024747.pdf;0,24;;5,53;China;;;;;;;;;;;;;;;;;;;;
HP;HP 290 G4 Microtower PC ;Workplace;Desktop;830;;129,62;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020623115329942.pdf;0,295180723;;6,1;China;;;;;;;;;;;;;;;;;;;;
HP;HP 290 G4 PCI Microtower PC ;Workplace;Desktop;830;;129,62;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020623115330176.pdf;0,295180723;;6,1;China;;;;;;;;;;;;;;;;;;;;
HP;HP 800 G3 Touch All-in-One ;Workplace;Desktop;710;;110;5;Worldwide;April 2015;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017814134728429.pdf;0,492957746;;11;China;24;;;;;;;;;;;;;;;;;;;
HP;HP Chromebox G2 ;Workplace;Desktop;295;;19,4;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201881232050508.pdf;0,237288136;;0,8;China;;;;;;;;;;;;;;;;;;;;
HP;HP Chromebox G3 ;Workplace;Desktop;325;;22,37;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20201023115712980.pdf;0,230769231;;0,93;China;;;;;;;;;;;;;;;;;;;;
HP;HP Collaboration PC G4 ;Workplace;Desktop;420;;17,7;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2018731225946507.pdf;0,285714286;;2,8;China;;;;;;;;;;;;;;;;;;;;
HP;HP Desktop Pro 300 G3 ;Workplace;Desktop;557;;67,2;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031723826385.pdf;0,26032316;;5,76;China;;;;;;;;;;;;;;;;;;;;
HP;HP Desktop Pro A 300 G3 ;Workplace;Desktop;625;;85,06;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020312224858121.pdf;0,288;;5,7;China;;;;;;;;;;;;;;;;;;;;
HP;HP Desktop Pro A G2 ;Workplace;Desktop;750;;125,62;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202039223924368.pdf;0,313333333;;4,94;China;;;;;;;;;;;;;;;;;;;;
HP;HP Desktop Pro A G3 ;Workplace;Desktop;625;;85,06;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020312224857558.pdf;0,288;;5,7;China;;;;;;;;;;;;;;;;;;;;
HP;HP Desktop Pro G2 MT;Workplace;Desktop;555;;67,2;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202039223924931.pdf;0,261261261;;5,76;China;;;;;;;;;;;;;;;;;;;;
HP;HP Desktop Pro G3 ;Workplace;Desktop;551;;67,29;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2019111322482146.pdf;0,254083485;;5,7;China;;;;;;;;;;;;;;;;;;;;
HP;HP Desktop Pro G3 MT ;Workplace;Desktop;558;;67,2;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202031723826604.pdf;0,26344086;;5,76;China;;;;;;;;;;;;;;;;;;;;
HP;HP Elite Slice ;Workplace;Desktop;505;;61;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_202057101525284.pdf;0,257425743;;4;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 705 G4 Desktop Mini Business PC ;Workplace;Desktop;465;;50,19;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2018723234253539.pdf;0,23655914;;2,8;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 705 G4 Microtower Business PC ;Workplace;Desktop;780;;100,59;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201872323425339.pdf;0,314102564;;6,5;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 705 G4 Small Form Factor Business PC ;Workplace;Desktop;655;;86,94;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2018723234253352.pdf;0,335877863;;4,9;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 705 G5 Desktop Mini ;Workplace;Desktop;630;;98,79;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2019111822351555.pdf;0,301587302;;2,7;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 705 G5 SFF ;Workplace;Desktop;535;;75,9;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020220223511277.pdf;0,289719626;;4,7;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 35W G3 Desktop Mini Business PC ;Workplace;Desktop;355;;41,4;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201710322312443.pdf;0,352112676;;2,4;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 65W G3 Desktop Mini Business PC ;Workplace;Desktop;355;;41,4;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017103223124168.pdf;0,352112676;;2,4;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G3 Small Form Factor Business PC ;Workplace;Desktop;465;;58,2;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017103223118402.pdf;0,322580645;;6,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G3 Tower Business PC ;Workplace;Desktop;505;;70,81;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2017103223121746.pdf;0,336633663;;7,3;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G4 35W Desktop Mini Business PC ;Workplace;Desktop;420;;17,72;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201866223057595.pdf;0,285714286;;2,8;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G4 65W Desktop Mini Business PC ;Workplace;Desktop;420;;17,72;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201866223057798.pdf;0,285714286;;2,8;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G4 95W Desktop Mini Business PC ;Workplace;Desktop;420;;17,72;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201866223057970.pdf;0,285714286;;2,8;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G4 Small Form Factor Business PC ;Workplace;Desktop;400;;55,2;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201871222422680.pdf;0,3375;;6,6;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G4 Tower Business PC ;Workplace;Desktop;595;;78,1;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2018731225946709.pdf;0,277310924;;8,3;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G5 Desktop Mini ;Workplace;Desktop;470;;60,9;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201979225248231.pdf;0,265957447;;2,1;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G5 SFF ;Workplace;Desktop;345;;20,77;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2019710225426761.pdf;0,275362319;;1,5;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G5 TWR ;Workplace;Desktop;535;;65;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_201978224527796.pdf;0,271028037;;1,4;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G6 Desktop Mini PC ;Workplace;Desktop;400;;38,1;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_2020725191650420.pdf;0,225;;2,39;China;;;;;;;;;;;;;;;;;;;;
HP;HP EliteDesk 800 G6 Small Form Factor PC ;Workplace;Desktop;520;;55,15;5;Worldwide;November 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20201047268338.pdf;0,240384615;;5,7;China;;;;;;;;;;;;;;;;;;;;
