manufacturer;name;category;subcategory;kgCO2eq (total);use (%);Yearly TEC (kWh);Lifetime;Use Location;date;sources;error (%);Manufacturing;Weight;Assembly Location;Screen size;Server Type;HDD/SSD;RAM;CPU;U;;;;;;;;;;;;;;
HP;HP EliteBook 840 G5 Notebook PC ;Workplace;Laptop;290;;28,8;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2018221225736465.pdf;0,172413793;;2;China;14;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 840 G6 Notebook PC;Workplace;Laptop;375;;22,9;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201953023358701.pdf;0,173333333;;1,8;China;14;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 840 G7 ;Workplace;Laptop;310;;15,98;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020611104657726.pdf;0,177419355;;1,75;China;14;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 845 G7 Notebook PC ;Workplace;Laptop;325;;19,79;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202081423529492.pdf;0,181538462;;1,8;China;14;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 840 G5 Notebook PC ;Workplace;Laptop;290;;28,8;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202039223925681.pdf;0,172413793;;2;China;14;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 846 G6 Notebook PC ;Workplace;Laptop;345;;22,98;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202061581117161.pdf;0,173913043;;1,82;China;14;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 850 G4 Notebook PC ;Workplace;Laptop;335;;50;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223123230.pdf;0,164179104;;2,08;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 850 G5 Notebook PC ;Workplace;Laptop;295;;26,2;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2018221225736920.pdf;0,169491525;;2,3;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 850 G6 ;Workplace;Laptop;280;;22,83;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201953123330447.pdf;0,160714286;;2,1;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 850 G7 Notebook PC ;Workplace;Laptop;280;;19,96;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020611104658304.pdf;0,196428571;;2,07;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook 855 G7 Notebook PC ;Workplace;Laptop;335;;14,1;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202081423529789.pdf;0,164179104;;2,1;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 1020 G2 Notebook PC ;Workplace;Laptop;225;;19,01;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017102622366685.pdf;0,2;;1,4;China;12,5;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 1030 G2 Notebook PC ;Workplace;Laptop;250;;24,4;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223121261.pdf;0,18;;1,6;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 1030 G3 Notebook PC ;Workplace;Laptop;235;;21,94;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2019123223027358.pdf;0,191489362;;1,5;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 1030 G4 Notebook PC ;Workplace;Laptop;340;;17,5;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201982323653688.pdf;0,176470588;;1,5;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 1030 G7 Notebook PC ;Workplace;Laptop;325;;14,38;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202073123443394.pdf;0,184615385;;1,46;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 1040 G5 Notebook PC ;Workplace;Laptop;255;;19;5;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2018121122313935.pdf;0,176470588;;1,7;China;14;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 1040 G6 Notebook PC ;Workplace;Laptop;230;;18,1;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201972225015153.pdf;0,195652174;;1,6;China;14;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 1040 G7 Notebook PC ;Workplace;Laptop;320;;13,12;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202073123443659.pdf;0,171875;;1,62;China;14;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 830 G5 Notebook PC ;Workplace;Laptop;230;;14,9;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2019322225815455.pdf;0,195652174;;16;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 830 G6 Notebook PC ;Workplace;Laptop;230;;14,7;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2019618225040287.pdf;0,195652174;;1,6;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP EliteBook x360 830 G7 ;Workplace;Laptop;345;;14,72;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202061581737104.pdf;0,15942029;;1,6;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP Engage Go mobile system ;Workplace;Laptop;235;;20,3;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20199322314382.pdf;0,191489362;;1,5;China;12,3;;;;;;;;;;;;;;;;;;;
HP;HP mt20 Mobile Thin Client ;Workplace;Laptop;275;;24,7;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223121496.pdf;0,181818182;;2,3;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP mt21 Mobile Thin Client ;Workplace;Laptop;265;;27,17;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017102622366950.pdf;0,188679245;;1,76;China;14;;;;;;;;;;;;;;;;;;;
HP;HP mt22 mobile thin client ;Workplace;Laptop;345;;17,85;5;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020611104659163.pdf;0,173913043;;1,9;China;14;;;;;;;;;;;;;;;;;;;
HP;HP mt32 Mobile Thin Client ;Workplace;Laptop;350;;20,09;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020103161421464.pdf;0,171428571;;1,46;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP mt43 Mobile Thin client ;Workplace;Laptop;280;;31,3;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223123840.pdf;0,178571429;;1,8;China;14,1;;;;;;;;;;;;;;;;;;;
HP;HP mt44 ;Workplace;Laptop;270;;23,4;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2018731225946350.pdf;0,166666667;;1,8;China;14;;;;;;;;;;;;;;;;;;;
HP;HP mt45 ;Workplace;Laptop;295;;18;5;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020214232652171.pdf;0,203389831;;1,8;China;14;;;;;;;;;;;;;;;;;;;
HP;HP mt46 Mobile Thin Client ;Workplace;Laptop;325;;19,79;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20208142353070.pdf;0,184615385;;1,8;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Pavilion 14 G1 Notebook PC ;Workplace;Laptop;265;;29,6;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017104233915810.pdf;0,169811321;;1,8;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Pro c640 Chromebook ;Workplace;Laptop;230;;15,69;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202061603459835.pdf;0,217391304;;1,78;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Pro c640 Chromebook Enterprise ;Workplace;Laptop;230;;15,69;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20206160350147.pdf;0,217391304;;1,78;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 430 G5 Notebook PC ;Workplace;Laptop;255;;25,4;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201710423391660.pdf;0,176470588;;1,7;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 430 G6 Notebook PC ;Workplace;Laptop;240;;18,8;5;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20181211223138894.pdf;0,1875;;1,7;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 430 G7 Notebook PC ;Workplace;Laptop;315;;13,44;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20203122391617.pdf;0,19047619;;1,9;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 430 G8 ;Workplace;Laptop;315;;14,48;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20201028223037543.pdf;0,174603175;;1,56;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 440 G5 Notebook PC ;Workplace;Laptop;265;;27,17;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017102622366810.pdf;0,188679245;;1,76;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 440 G6 Notebook PC ;Workplace;Laptop;240;;18,3;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2018127232119809.pdf;0,1875;;1,9;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 440 G7 Notebook PC ;Workplace;Laptop;345;;17,85;5;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20191028224717184.pdf;0,173913043;;1,9;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 440 G8 ;Workplace;Laptop;300;;12,59;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20201028223038121.pdf;0,183333333;;1,63;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 445 G7 Notebook PC ;Workplace;Laptop;265;;18,44;5;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202041223033402.pdf;0,188679245;;1,9;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 445R G6 Notebook PC ;Workplace;Laptop;250;;22,1;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201951225921733.pdf;0,18;;1,8;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 450 G5 Notebook PC ;Workplace;Laptop;300;;26,3;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017102622367763.pdf;0,166666667;;2,5;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 450 G6 Notebook PC ;Workplace;Laptop;260;;21,6;5;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20181211223138660.pdf;0,173076923;;2,2;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 450 G7 Notebook PC ;Workplace;Laptop;345;;16,8;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20191028224718309.pdf;0,173913043;;2,3;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 450 G8 ;Workplace;Laptop;325;;14,74;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20201017152138449.pdf;0,184615385;;1,9;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 455 G5 Notebook PC ;Workplace;Laptop;300;;26,4;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20182122230275.pdf;0,166666667;;2,5;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 455R G6 Notebook PC ;Workplace;Laptop;260;;21,2;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201951225921889.pdf;0,173076923;;2,2;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 470 G5 Notebook PC ;Workplace;Laptop;300;;31,4;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017104233915935.pdf;0,183333333;;2,7;China;17,3;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 630 G8 Notebook PC ;Workplace;Laptop;315;;13,8;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020916235113384.pdf;0,19047619;;1,55;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 635 Aero G7 Notebook PC ;Workplace;Laptop;350;;20,09;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020103161421183.pdf;0,171428571;;1,46;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 640 G3 Notebook PC ;Workplace;Laptop;275;;19,9;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223122714.pdf;0,181818182;;2,4;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 640 G4 Notebook PC ;Workplace;Laptop;255;;14,4;5;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2018417225823636.pdf;0,196078431;;2,4;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 640 G5 Notebook PC ;Workplace;Laptop;250;;15,4;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201961822504037.pdf;0,18;;2,1;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 640 G7 ;Workplace;Laptop;250;;15,4;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202062502354205.pdf;0,18;;2,1;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 640 G8 Notebook PC ;Workplace;Laptop;305;;14,48;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020916235116159.pdf;0,180327869;;1,64;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 645 G3 Notebook PC ;Workplace;Laptop;290;;29,7;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223120918.pdf;0,172413793;;2,3;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 645 G4 Notebook PC ;Workplace;Laptop;295;;35,3;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2019123223026795.pdf;0,169491525;;2,4;China;14;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 650 G3 Notebook PC ;Workplace;Laptop;295;;21,79;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017104233915701.pdf;0,186440678;;2,7;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 650 G4 Notebook PC ;Workplace;Laptop;260;;12,96;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201881232050930.pdf;0,192307692;;2,7;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 650 G5 Notebook PC ;Workplace;Laptop;260;;15,1;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2019618225040162.pdf;0,192307692;;2,5;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 650 G7 Notebook PC ;Workplace;Laptop;260;;15,1;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202062502354362.pdf;0,192307692;;2,5;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 650 G8 Notebook PC ;Workplace;Laptop;330;;16,1;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020916235125516.pdf;0,181818182;;1,91;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook 655 G3 Notebook PC ;Workplace;Laptop;310;;30,2;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201710322312158.pdf;0,161290323;;2,6;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook x360 11 Education Edition G2 ;Workplace;Laptop;275;;13,4;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223125714.pdf;0,218181818;;1,8;China;11,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook x360 11 G1 Education Edition ;Workplace;Laptop;240;;16,7;4;WW;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201781413472933.pdf;0,1875;;1,9;China;11,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook x360 11 G1 Education Edition ;Workplace;Laptop;240;;16,7;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223120824.pdf;0,1875;;1,8;China;11,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook x360 11 G3 Education Edition ;Workplace;Laptop;235;;13,9;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201912322302714.pdf;0,191489362;;1,7;China;11,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook x360 11 G4 Education Edition ;Workplace;Laptop;240;;14,9;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_201932722375571.pdf;0,1875;;1,8;China;11,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook x360 11 G5 Education Edition ;Workplace;Laptop;235;;9,9;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202021922485996.pdf;0,191489362;;1,7;China;11,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook x360 11 G6 Education Edition ;Workplace;Laptop;310;;9,89;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_202037225916812.pdf;0,193548387;;1,7;China;11,6;;;;;;;;;;;;;;;;;;;
HP;HP ProBook x360 440 G1 ;Workplace;Laptop;240;;17,03;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2019123223027186.pdf;0,1875;;1,9;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Spectre x360 13 Convertible PC ;Workplace;Laptop;355;;21,5;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020413231221847.pdf;0,183098592;;1,5;China;13,3;;;;;;;;;;;;;;;;;;;
HP;HP Spectre x360 13 Convertible PC ;Workplace;Laptop;350;;21,52;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020108223022278.pdf;0,171428571;;1,5;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Spectre x360 15 Convertible PC ;Workplace;Laptop;430;;29,5;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2020611104658929.pdf;0,174418605;;2,3;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP Stream 11 Pro G4 Notebook PC Education Edition ;Workplace;Laptop;230;;18,3;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017101123836794.pdf;0,195652174;;1,5;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Stream 14 Pro G3 Notebook PC ;Workplace;Laptop;230;;18,5;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017102622367372.pdf;0,195652174;;1,6;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Stream 14 Pro G3 Notebook PC ;Workplace;Laptop;230;;18,5;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223122246.pdf;0,195652174;;1,6;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Zbook 14u G4 Mobile Workstation  ;Workplace;Laptop;255;;18,9;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223123105.pdf;0,176470588;;1,7;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Zbook 14u G5 Mobile  Workstation ;Workplace;Laptop;265;;28,8;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2018220224035789.pdf;0,188679245;;2;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Zbook 14u G6 Mobile Workstation ;Workplace;Laptop;375;;22,9;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2019520225627663.pdf;0,173333333;;1,8;China;14;;;;;;;;;;;;;;;;;;;
HP;HP Zbook 15 G4 Mobile Workstation ;Workplace;Laptop;385;;39,6;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_20171027223941174.pdf;0,181818182;;3,1;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP Zbook 15 G5 Mobile Workstation ;Workplace;Laptop;415;;38,5;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2018613225546870.pdf;0,168674699;;3,1;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP Zbook 15 G6 Mobile Workstation ;Workplace;Laptop;385;;43,4;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2019729224854343.pdf;0,168831169;;2,9;China;15,6;;;;;;;;;;;;;;;;;;;
HP;HP Zbook 15u G4 Mobile Workstation  ;Workplace;Laptop;335;;50;4;Worldwide;December 2016;https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_notebo_2017103223123355.pdf;0,164179104;;2,08;China;15,6;;;;;;;;;;;;;;;;;;;
