manufacturer,name,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,report_date,sources,gwp_error_ratio,gwp_manufacturing_ratio,weight,assembly_location,screen_size,server_type,hard_drive,memory,number_cpu,height,added_date,add_method,gwp_transport_ratio,gwp_eol_ratio
HP,HP ProBook 450 G6 Notebook PC,Workplace,Laptop,260.0,,21.6,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524967.pdf,0.1731,,2.2,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 440 G6 Notebook PC,Workplace,Laptop,240.0,,18.3,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524972.pdf,0.1875,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z24x G2 DreamColor Display,Workplace,Monitor,600.0,,88.49,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524803.pdf,0.3,,7.1,China,24.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z27x G2 QHD Dreamcolor Studio Display,Workplace,Monitor,700.0,,88.4,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524802.pdf,0.2714,,12.8,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 705 G4 MT Workstation Edition,Workplace,Workstation,780.0,,100.59,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525210.pdf,0.3141,,6.5,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 400 G4 23.8-in Non-Touch All-in-One Business PC,Workplace,Workstation,595.0,,87.0,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524537.pdf,0.4034,,7.7,China,23.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G2 23.8-in All-in-One Business PC,Workplace,Workstation,670.0,,106.7,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524530.pdf,0.4179,,10.1,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G2 23.8-in Touch All-in-One Business PC,Workplace,Workstation,670.0,,106.7,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524533.pdf,0.4179,,10.1,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G2 27-in 4K UHD All-in-One Business PC,Workplace,Workstation,825.0,,139.5,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524534.pdf,0.4424,,12.1,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G2 34-in Curved All-in-One Business PC,Workplace,Workstation,985.0,,179.5,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524535.pdf,0.4721,,12.2,China,34.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z2 SFF G4 Workstation,Workplace,Workstation,530.0,,46.8,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525220.pdf,2.5566,,7.5,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP S14 Portable Display,Workplace,Monitor,305.0,,14.3,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524817.pdf,0.3279,,1.3,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z2 Mini G4 Workstation,Workplace,Workstation,715.0,,112.7,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525218.pdf,0.2867,,3.9,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebox G2,Workplace,Workstation,295.0,,19.4,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524529.pdf,0.2373,,0.8,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 755 G5 Notebook PC,Workplace,Laptop,290.0,,25.02,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524992.pdf,0.1724,,2.2,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 650 G4 Notebook PC,Workplace,Laptop,260.0,,12.96,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524993.pdf,0.1923,,2.7,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Collaboration PC G4,Workplace,Workstation,420.0,,17.7,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524527.pdf,0.2857,,2.8,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G4 TWR Workstation Edition,Workplace,Workstation,595.0,,78.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525217.pdf,0.2773,,8.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G4 Tower Business PC,Workplace,Workstation,595.0,,78.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524528.pdf,0.2773,,8.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook Studio G5 Mobile Workstation,Workplace,Laptop,355.0,,47.71,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524990.pdf,0.1831,,2.4,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook Studio x360 G5 Convertible Workstation,Workplace,Workstation,355.0,,47.71,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524989.pdf,0.1831,,2.4,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP mt44,Workplace,Monitor,270.0,,23.4,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524991.pdf,0.1667,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 1050 G1 Notebook PC,Workplace,Laptop,355.0,,47.71,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524987.pdf,0.1831,,2.4,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 705 G4 Desktop Mini Business PC,Workplace,Workstation,465.0,,50.19,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524525.pdf,0.2366,,2.8,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 705 G4 Microtower Business PC,Workplace,Workstation,780.0,,100.59,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524524.pdf,0.3141,,6.5,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 705 G4 Small Form Factor Business PC,Workplace,Workstation,655.0,,86.94,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524523.pdf,0.3359,,4.9,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G4 All-in-One Business PC Healthcare Edition,Workplace,Workstation,750.0,,131.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524522.pdf,0.4533,,10.1,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP HC270cr Display,Workplace,Monitor,740.0,,119.3,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524815.pdf,0.3041,,10.3,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G5 Small Form Factor Business PC,Workplace,Workstation,460.0,,53.5,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524515.pdf,0.2717,,4.9,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G4 Microtower Business PC,Workplace,Workstation,965.0,,137.3,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524521.pdf,0.2798,,6.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G4 PCI Microtower Business PC,Workplace,Workstation,495.0,,147.3,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524519.pdf,0.2727,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G4 Small Form Factor Business PC,Workplace,Workstation,520.0,,72.4,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524517.pdf,0.3462,,5.2,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 400 G4 20.0-in All-in-One Business PC,Workplace,Workstation,540.0,,77.7,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524526.pdf,0.3796,,7.1,China,20.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Prodesk 600 G4 Desktop Mini Business PC,Workplace,Workstation,330.0,,39.97,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524520.pdf,0.2818,,2.2,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ChromeBook 14 G5,Workplace,Laptop,235.0,,19.7,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524985.pdf,0.1915,,1.7,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G4 Small Form Factor Business PC,Workplace,Workstation,400.0,,55.2,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524514.pdf,0.3375,,6.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G4 GPU Non-Touch All-in-One Business PC,Workplace,Workstation,750.0,,131.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524505.pdf,0.4533,,10.1,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G4 GPU Touch All-in-One Business PC,Workplace,Workstation,750.0,,131.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524504.pdf,0.4533,,10.1,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G4 Non-Touch All-in-One Business PC,Workplace,Workstation,750.0,,131.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524507.pdf,0.4533,,10.1,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G4 Touch All-in-One Business PC,Workplace,Workstation,750.0,,131.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524506.pdf,0.4533,,10.1,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 600 G4 Non-Touch All-in-One Business PC,Workplace,Workstation,670.0,,114.7,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524502.pdf,0.4478,,7.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 600 G4 Touch All-in-One Business PC,Workplace,Workstation,670.0,,114.7,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524500.pdf,0.4478,,7.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G5 Microtower Business PC,Workplace,Workstation,485.0,,63.4,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524498.pdf,0.3402,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G4 Desktop Mini Business PC,Workplace,Workstation,280.0,,27.6,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524496.pdf,0.2679,,2.2,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 15 G5 Mobile Workstation,Workplace,Laptop,415.0,,38.5,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524983.pdf,0.1687,,3.1,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z27 4K UHD 27-in Monitor,Workplace,Monitor,695.0,,97.9,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524813.pdf,0.2806,,9.7,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G4 35W Desktop Mini Business PC,Workplace,Workstation,420.0,,17.72,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524509.pdf,0.2857,,2.8,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G4 65W Desktop Mini Business PC,Workplace,Workstation,420.0,,17.72,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524510.pdf,0.2857,,2.8,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G4 95W Desktop Mini Business PC,Workplace,Workstation,420.0,,17.72,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524512.pdf,0.2857,,2.8,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 17 G5 Mobile Workstation,Workplace,Laptop,540.0,,69.8,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524984.pdf,0.1759,,4.3,China,17.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 735 G5 Notebook PC,Workplace,Laptop,255.0,,24.9,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524982.pdf,0.1765,,1.7,China,13.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 640 G4 Notebook PC,Workplace,Laptop,255.0,,14.4,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524981.pdf,0.1961,,2.4,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP LD5512 UHD 4K Display,Workplace,Monitor,1490.0,,315.0,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524811.pdf,0.3557,,14.6,China,55.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 830 G5 Notebook PC,Workplace,Laptop,240.0,,19.1,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524980.pdf,0.1875,,1.8,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z31x DreamColor Studio Display,Workplace,Monitor,1280.0,,254.7,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524809.pdf,0.3438,,15.4,China,31.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 840 G5 Notebook PC,Workplace,Laptop,290.0,,28.8,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524978.pdf,0.1724,,2.0,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 850 G5 Notebook PC,Workplace,Laptop,295.0,,26.2,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524979.pdf,0.1695,,2.3,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay S270n Monitor,Workplace,Monitor,650.0,,96.89,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524807.pdf,0.2923,,7.4,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 14u G5 Mobile  Workstation,Workplace,Workstation,265.0,,28.8,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524977.pdf,0.1887,,2.0,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 15u G5 Mobile  Workstation,Workplace,Workstation,285.0,,26.2,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524976.pdf,0.1754,,2.3,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z4 G4 Workstation,Workplace,Workstation,940.0,,52.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525212.pdf,0.2606,,12.0,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 455 G5 Notebook PC,Workplace,Laptop,300.0,,26.4,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524975.pdf,0.1667,,2.5,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z6 G4 Workstation,Workplace,Workstation,790.0,,52.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525216.pdf,0.3544,,15.0,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z6 G4 Workstation,Workplace,Workstation,790.0,,52.1,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525214.pdf,0.3544,,15.0,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z8 G4 Workstation,Workplace,Workstation,900.0,,57.8,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525211.pdf,0.3389,,23.8,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z43 42.5-inch 4K UHD Display,Workplace,Monitor,800.0,,104.0,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524804.pdf,0.2687,,12.5,China,42.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook x2 Mobile Workstation,Workplace,Laptop,330.0,,38.8,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524974.pdf,0.1818,,2.2,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook 11 G6 Education Edition,Workplace,Laptop,210.0,,15.7,4.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524973.pdf,0.1905,,1.5,China,11.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z32 4K UHD Display,Workplace,Monitor,705.0,,101.9,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524801.pdf,0.2837,,7.9,China,31.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V190 Display,Workplace,Monitor,375.0,,30.7,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524806.pdf,0.2933,,2.7,China,18.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z24n G2 24-inch Monitor,Workplace,Monitor,,,65.7,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524793.pdf,,,7.4,China,24.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z27n G2 27-inch Monitor,Workplace,Monitor,615.0,,78.9,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524795.pdf,0.2764,,8.3,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z38c 37.5-inch Monitor,Workplace,Monitor,935.0,,143.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524789.pdf,0.2941,,14.3,China,37.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E273q 27-in Monitor,Workplace,Monitor,605.0,,81.25,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524787.pdf,0.281,,7.5,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP VH27 Display,Workplace,Monitor,530.0,,63.68,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524788.pdf,0.283,,6.4,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E223 21.5-inch Monitor,Workplace,Monitor,465.0,,41.7,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524783.pdf,0.2688,,5.9,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G1 34-in Curved All-in-One Business PC,Workplace,Workstation,700.0,,144.9,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524489.pdf,0.0714,,12.2,China,34.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ElitePOS 10,Workplace,Monitor,315.0,,17.93,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524785.pdf,0.3175,,1.34,China,10.1,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ElitePOS 10T,Workplace,Monitor,320.0,,20.7,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524780.pdf,0.3125,,1.3,China,10.1,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E273m 27-in Monitor,Workplace,Monitor,560.0,,62.1,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524779.pdf,0.2679,,8.2,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E273 27-in Monitor,Workplace,Monitor,505.0,,51.3,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524791.pdf,0.2673,,7.4,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook Studio G4 Mobile Workstation,Workplace,Laptop,325.0,,28.41,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524924.pdf,0.1846,,2.63,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 800 G3 Non-Touch All-in-One Business PC Healthcare,Workplace,Workstation,675.0,,99.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524450.pdf,0.3926,,10.5,China,24.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G3 Small Form Factor Business PC,Workplace,Workstation,470.0,,64.2,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524451.pdf,0.3404,,5.4,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z VR Backpack G1 Workstation,Workplace,Workstation,695.0,,105.7,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525206.pdf,0.3453,,5.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z23n G2 23-inch Monitor,Workplace,Monitor,465.0,,48.7,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524750.pdf,0.2688,,5.7,China,23.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zbook 15 G4 Mobile Workstation,Workplace,Laptop,385.0,,39.6,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524923.pdf,0.1818,,3.1,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP t530 Thin Client,Workplace,Workstation,105.0,,33.5,5.0,Worldwide,,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525196.pdf,0.381,,0.9,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 1040 G4 Notebook PC,Workplace,Laptop,260.0,,18.87,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524912.pdf,0.1731,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 1020 G2 Notebook PC,Workplace,Laptop,225.0,,19.01,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524913.pdf,0.2,,1.4,China,12.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E233 23-inch Monitor,Workplace,Monitor,480.0,,40.6,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524747.pdf,0.2917,,6.2,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E243 23.8-inch Monitor,Workplace,Monitor,490.0,,51.2,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524746.pdf,0.2755,,6.2,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E243i 24-inch Monitor,Workplace,Monitor,470.0,,43.5,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524748.pdf,0.266,,6.8,China,24.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ElitePOS G1 14 inch Touch AiO Retail System Model 145,Workplace,Monitor,470.0,,63.07,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524447.pdf,0.3617,,4.6,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 440 G5 Notebook PC,Workplace,Laptop,265.0,,27.17,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524914.pdf,0.1887,,1.76,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 450 G5 Notebook PC,Workplace,Laptop,300.0,,26.3,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524922.pdf,0.1667,,2.5,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Stream 14 Pro G3 Notebook PC,Workplace,Laptop,230.0,,18.5,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524920.pdf,0.1957,,1.6,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V214a 20.7-in Monitor,Workplace,Monitor,330.0,,15.07,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524745.pdf,0.303,,3.2,China,20.7,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z24i G2 24-inch Monitor,Workplace,Monitor,490.0,,50.0,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524744.pdf,0.2755,,6.8,China,24.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP mt21 Mobile Thin Client,Workplace,Monitor,265.0,,27.17,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524916.pdf,0.1887,,1.76,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP t530 Thin Client,Workplace,Workstation,105.0,,33.5,5.0,Worldwide,,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524449.pdf,0.381,,0.9,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ElitePOS G1 14 inch Touch AiO Retail System Model 141,Workplace,Monitor,470.0,,63.07,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524444.pdf,0.3617,,4.6,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ElitePOS G1 14 inch Touch AiO Retail System Model 143,Workplace,Monitor,470.0,,63.07,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524446.pdf,0.3617,,4.6,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP N246v 23.8-in Monitor,Workplace,Monitor,460.0,,51.4,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524743.pdf,0.2826,,3.6,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Stream 11 Pro G4 Notebook PC Education Edition,Workplace,Laptop,230.0,,18.3,4.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524911.pdf,0.1957,,1.5,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G1 23.8-in All-in-One Business PC,Workplace,Workstation,600.0,,83.3,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524487.pdf,0.3667,,10.1,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G1 23.8-in Touch All-in-One Business PC,Workplace,Workstation,600.0,,83.3,5.0,Worldwide,2017,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524486.pdf,0.3667,,10.1,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
