manufacturer,name,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,report_date,sources,gwp_error_ratio,gwp_manufacturing_ratio,weight,assembly_location,screen_size,server_type,hard_drive,memory,number_cpu,height,added_date,add_method,gwp_transport_ratio,gwp_eol_ratio
HP,HP Z2 SFF G5 Workstation,Workplace,Workstation,670.0,,103.43,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525223.pdf,0.2985,,5.57,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z2 Tower G5 Workstation,Workplace,Workstation,770.0,,115.66,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525224.pdf,0.2727,,8.02,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZBook Power G7,Workplace,Laptop,365.0,,20.5,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525134.pdf,0.1781,,2.4,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 630 G8 Notebook PC,Workplace,Laptop,315.0,,13.8,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525128.pdf,0.1905,,1.55,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 640 G8 Notebook PC,Workplace,Laptop,305.0,,14.48,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525130.pdf,0.1803,,1.64,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 650 G8 Notebook PC,Workplace,Laptop,330.0,,16.1,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525132.pdf,0.1818,,1.91,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 480 G7 PCI Microtower PC,Workplace,Workstation,760.0,,81.03,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524721.pdf,0.2434,,6.24,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z1 Entry Tower G6,Workplace,Workstation,785.0,,126.06,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524723.pdf,0.3057,,7.14,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP E23 G4 FHD Monitor,Workplace,Monitor,570.0,,40.23,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524893.pdf,0.2193,,5.8,China,23.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZBook Fury 15 G7,Workplace,Laptop,505.0,,25.89,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525139.pdf,0.1881,,3.08,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP E22 G4 FHD monitor,Workplace,Monitor,555.0,,31.9,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524892.pdf,0.2162,,5.79,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZBook Fury 17 G7,Workplace,Laptop,535.0,,31.74,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525137.pdf,0.1776,,3.49,China,17.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z2 Mini G5 Workstation,Workplace,Workstation,395.0,,12.36,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525227.pdf,0.2152,,4.2,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Z2 Mini G5 Workstation,Workplace,Workstation,395.0,,12.36,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525225.pdf,0.2152,,4.2,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Elite c1030 Chromebook,Workplace,Laptop,305.0,,14.49,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525122.pdf,0.1803,,1.5,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Elite c1030 Chromebook Enterprise,Workplace,Laptop,305.0,,14.49,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525120.pdf,0.1803,,1.5,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 835 G7 Notebook PC,Workplace,Laptop,330.0,,19.74,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525115.pdf,0.1758,,1.74,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 845 G7 Notebook PC,Workplace,Laptop,325.0,,19.79,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525116.pdf,0.1815,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 855 G7 Notebook PC,Workplace,Laptop,335.0,,14.1,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525117.pdf,0.1642,,2.1,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP mt46 Mobile Thin Client,Workplace,Monitor,325.0,,19.79,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525118.pdf,0.1846,,1.8,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZBook Create G7 Notebook pc,Workplace,Laptop,470.0,,26.02,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525124.pdf,0.1809,,2.57,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZBook Studio G7 Mobile workstation,Workplace,Laptop,470.0,,26.02,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525126.pdf,0.1809,,2.57,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 1030 G7 Notebook PC,Workplace,Laptop,325.0,,14.38,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525111.pdf,0.1846,,1.46,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 1040 G7 Notebook PC,Workplace,Laptop,320.0,,13.12,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525113.pdf,0.1719,,1.62,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P21b G4 FHD Monitor,Workplace,Monitor,515.0,,35.4,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524882.pdf,0.2233,,2.7,China,20.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P21v G4 FHD Monitor,Workplace,Monitor,523.0,,37.6,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524883.pdf,0.2294,,2.68,China,20.7,,,,,,2022-09-15,HP Auto Parser,,
HP,HP N223 21.5-inch Monitor,Workplace,Monitor,590.0,,37.7,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524880.pdf,0.2119,,2.87,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zhan 66 Pro G3 24 All-in-One PC,Workplace,Workstation,540.0,,60.29,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524719.pdf,0.3333,,7.75,China,24.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G6 Desktop Mini PC,Workplace,Workstation,415.0,,40.9,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524717.pdf,0.2169,,2.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 205 G4 24 All-in-One PC,Workplace,Workstation,560.0,,72.83,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524714.pdf,0.3393,,6.0,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 205 Pro G4 24 All-in-One PC,Workplace,Workstation,560.0,,72.83,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524715.pdf,0.3393,,6.0,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDesk 800 G6 Desktop Mini PC,Workplace,Workstation,400.0,,38.1,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524713.pdf,0.225,,2.39,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 400 G6 20 All-in-One PC,Workplace,Workstation,490.0,,57.67,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524709.pdf,0.2857,,6.69,China,20.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 400 G6 24 All-in-One Pc,Workplace,Workstation,530.0,,60.29,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524705.pdf,0.3396,,7.75,China,24.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 440 G6 24 All-in-One PC,Workplace,Workstation,530.0,,60.29,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524707.pdf,0.3113,,7.75,China,24.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProOne 600 G6 22 All-in-One PC,Workplace,Workstation,520.0,,59.9,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524711.pdf,0.2981,,7.08,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN 66 Pro A G3 24 All-in-One PC,Workplace,Workstation,560.0,,72.83,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524716.pdf,0.3393,,6.0,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Zhan 66 Pro G3 22 All-in-One PC,Workplace,Workstation,520.0,,59.9,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524712.pdf,0.2981,,7.08,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G6 DM,Workplace,Workstation,410.0,,40.09,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524703.pdf,0.2317,,2.21,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 400 G7 SFF,Workplace,Workstation,590.0,,53.68,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524701.pdf,0.2203,,5.01,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 600 G6 Small Form Factor PC,Workplace,Workstation,600.0,,53.68,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524700.pdf,0.225,,5.2,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G1 23.8-in Display,Workplace,Monitor,500.0,,44.3,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524797.pdf,0.27,,8.4,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G1 23.8-in Touch Display,Workplace,Monitor,525.0,,52.4,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524798.pdf,0.2667,,8.4,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteOne 1000 G1 27-in 4K Display,Workplace,Monitor,635.0,,82.6,5.0,Worldwide,2018,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524800.pdf,0.2835,,10.3,China,27.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P19b G4 Monitor,Workplace,Monitor,460.0,,23.07,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524878.pdf,0.2391,,0.23,China,18.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 640 G7,Workplace,Laptop,250.0,,15.4,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525106.pdf,0.18,,2.1,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 650 G7 Notebook PC,Workplace,Laptop,260.0,,15.1,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525109.pdf,0.1923,,2.5,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 735 G6 Notebook PC,Workplace,Laptop,330.0,,23.4,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525105.pdf,0.1818,,1.7,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteDisplay E243m 23.8-in Monitor,Workplace,Monitor,590.0,,44.5,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524876.pdf,0.2203,,6.0,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP S430c 43.4” Curved Monitor,Workplace,Monitor,1000.0,,116.1,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524877.pdf,0.25,,15.8,China,43.4,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 280 G6 Microtower PC,Workplace,Workstation,830.0,,129.62,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524694.pdf,0.2952,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 280 Pro G6 Microtower PC,Workplace,Workstation,830.0,,129.62,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524690.pdf,0.2952,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 282 Pro G6 Microtower PC,Workplace,Workstation,830.0,,129.62,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524692.pdf,0.2952,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 288 Pro G6 Microtower PC,Workplace,Workstation,830.0,,129.62,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524695.pdf,0.2952,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 290 G4 Microtower PC,Workplace,Workstation,830.0,,129.62,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524696.pdf,0.2952,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 290 G4 PCI Microtower PC,Workplace,Workstation,830.0,,129.62,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524698.pdf,0.2952,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P19b G4 Monitor,Workplace,Monitor,460.0,,23.07,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524875.pdf,0.2391,,0.23,China,18.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Pro c640 Chromebook,Workplace,Laptop,230.0,,15.69,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525103.pdf,0.2174,,1.78,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Pro c640 Chromebook Enterprise,Workplace,Laptop,230.0,,15.69,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525104.pdf,0.2174,,1.78,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 846 G6 Notebook PC,Workplace,Laptop,345.0,,22.98,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525100.pdf,0.1739,,1.82,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook x360 830 G7,Workplace,Laptop,345.0,,14.72,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525102.pdf,0.1594,,1.6,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P24v G4 FHD Monitor,Workplace,Monitor,535.0,,35.4,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524873.pdf,0.2243,,3.5,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 830 G7,Workplace,Laptop,310.0,,13.67,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525094.pdf,0.1935,,1.6,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 840 G7,Workplace,Laptop,310.0,,15.98,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525090.pdf,0.1774,,1.75,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP EliteBook 850 G7 Notebook PC,Workplace,Laptop,280.0,,19.96,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525091.pdf,0.1964,,2.07,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Spectre x360 15 Convertible PC,Workplace,Monitor,430.0,,29.5,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525096.pdf,0.1744,,2.3,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZBook Firefly 14 G7 Mobile Workstation,Workplace,Laptop,310.0,,15.98,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525093.pdf,0.1774,,1.75,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZBook Firefly 15 G7 Mobile Workstation,Workplace,Laptop,280.0,,19.96,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525092.pdf,0.1964,,2.07,China,15.6,,,,,,2022-09-15,HP Auto Parser,,
HP,HP mt22 mobile thin client,Workplace,Monitor,345.0,,17.85,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525098.pdf,0.1739,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P19v G4 Monitor,Workplace,Monitor,460.0,,23.26,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524869.pdf,0.2283,,2.67,China,18.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P22v G4 FHD Monitor,Workplace,Monitor,540.0,,42.66,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524870.pdf,0.9722,,3.07,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P24v G4 FHD Monitor,Workplace,Monitor,535.0,,35.4,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524871.pdf,0.2243,,3.5,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Chromebook Enterprise 14 G6,Workplace,Laptop,290.0,,11.8,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525089.pdf,0.2241,,1.7,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Elite Slice,Workplace,Workstation,505.0,,61.0,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524687.pdf,0.2574,,4.0,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P244y 23.8-inch Monitor,Workplace,Monitor,530.0,,36.4,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524868.pdf,0.2264,,4.0,China,23.8,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Slice Rigel,Workplace,Monitor,575.0,,100.3,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524689.pdf,0.3304,,4.6,China,12.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP P224y 21.5-inch Monitor,Workplace,Monitor,400.0,,34.2,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524867.pdf,0.275,,3.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Spectre x360 13 Convertible PC,Workplace,Monitor,355.0,,21.5,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525088.pdf,0.1831,,1.5,China,13.3,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProBook 445 G7 Notebook PC,Workplace,Laptop,265.0,,18.44,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525086.pdf,0.1887,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN 66 Pro A 14 G3 Notebook PC,Workplace,Laptop,265.0,,18.44,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525087.pdf,0.1887,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 205 G4 22 All-in-One PC,Workplace,Workstation,660.0,,108.8,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524680.pdf,0.3409,,6.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 205 Pro G4 22 All-in-One PC,Workplace,Workstation,660.0,,108.8,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524681.pdf,0.3485,,6.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 218 Pro G5 MT,Workplace,Workstation,560.0,,67.2,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524668.pdf,0.2661,,5.76,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 280 Pro G3 SFF,Workplace,Workstation,422.0,,53.67,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524670.pdf,0.2607,,4.76,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 290 G1 SFF,Workplace,Workstation,421.0,,53.67,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524672.pdf,0.2565,,4.76,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Desktop Pro 300 G3,Workplace,Workstation,557.0,,67.2,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524674.pdf,0.2603,,5.76,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Desktop Pro G3 MT,Workplace,Workstation,558.0,,67.2,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524676.pdf,0.2634,,5.76,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 680 G4 MT,Workplace,Workstation,796.0,,140.83,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524678.pdf,0.3304,,6.22,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V214b 20.7-inch Monitor,Workplace,Monitor,568.0,,49.25,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524863.pdf,0.2377,,3.22,China,20.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ZHAN 66 Pro G1 R MT,Workplace,Workstation,561.0,,67.2,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524679.pdf,0.2906,,5.76,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 200 G4 22 All-in-One PC,Workplace,Workstation,660.0,,108.8,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524666.pdf,0.3333,,6.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 200 Pro G4 22 All-in-One PC,Workplace,Workstation,660.0,,108.8,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524664.pdf,0.3333,,6.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 215 Pro G5 MT,Workplace,Workstation,625.0,,85.06,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524644.pdf,0.288,,5.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 240 G7 Notebook PC,Workplace,Laptop,265.0,,11.42,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525069.pdf,0.2075,,1.9,China,14.0,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 280 G5 MT Business PC,Workplace,Workstation,1120.0,,218.5,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524653.pdf,0.3527,,5.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 280 Pro G4 SFF Business PC,Workplace,Workstation,695.0,,97.4,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524649.pdf,0.2662,,5.3,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 280 Pro G5 MT Business PC,Workplace,Workstation,1120.0,,218.5,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524655.pdf,0.3527,,5.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 282 Pro G5 MT Business PC,Workplace,Workstation,1120.0,,218.5,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524656.pdf,0.3527,,5.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 285 Pro G3 Microtower Business PC,Workplace,Workstation,685.0,,90.99,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524632.pdf,0.2628,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 288 Pro G5 MT Business PC,Workplace,Workstation,1120.0,,218.5,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524658.pdf,0.3527,,5.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 290 G3 MT Business PC,Workplace,Workstation,1120.0,,218.5,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524662.pdf,0.3527,,5.6,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 340 G5 Notebook PC,Workplace,Laptop,340.0,,,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525075.pdf,0.1765,,,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP 348 G5 Notebook PC,Workplace,Laptop,340.0,,,4.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525074.pdf,0.1765,,,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Desktop Pro A 300 G3,Workplace,Workstation,625.0,,85.06,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524646.pdf,0.288,,5.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP Desktop Pro A G3,Workplace,Workstation,625.0,,85.06,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524640.pdf,0.288,,5.7,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 480 G5 MT,Workplace,Workstation,730.0,,119.9,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524635.pdf,0.3151,,6.0,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP ProDesk 680 G4 PCI Microtower Business PC,Workplace,Workstation,345.0,,348.2,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524637.pdf,0.2609,,6.1,China,,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V220 Monitor,Workplace,Monitor,545.0,,44.8,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524862.pdf,0.2294,,2.8,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V22b 21.5-inch Monitor,Workplace,Monitor,550.0,,37.04,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524860.pdf,0.2273,,5.4,China,21.5,,,,,,2022-09-15,HP Auto Parser,,
HP,HP V24b Monitor,Workplace,Monitor,565.0,,41.2,5.0,Worldwide,2020,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524861.pdf,0.2212,,6.0,China,23.6,,,,,,2022-09-15,HP Auto Parser,,
