manufacturer,name,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,report_date,sources,sources_hash,gwp_error_ratio,gwp_manufacturing_ratio,weight,assembly_location,screen_size,server_type,hard_drive,memory,number_cpu,height,added_date,add_method,gwp_transport_ratio,gwp_eol_ratio
Mircosoft,Ener    Surface Go 3,Workplace,Tablet,106.0,0.189,12.02,3,,October 2021,https://download.microsoft.com/download/4/8/D/48D50344-33CD-4D9A-BA11-0C7DCA1A3948/Ecoprofile_SurfaceGo3.pdf,0624057a93c4713b9f45d819e2069875,,0.783,,,,,,,,,2022-09-17,Microsoft Auto Parser,0.028,0.009
