Apple,13-inch MacBook Air (M1 CPU) 256GB - 2020,Workplace,Laptop,161,0.1500,,3,WW,November 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookAir_PER_Nov2020.pdf,6aeab656ce3f92357d0725ce4abe9592,0.0000,0.7600,,,13,,SSD 256GB,,,,27-05-2022,Manual,0.0800,

Apple,13-inch MacBook Air (M1 CPU) 512GB - 2020,Workplace,Laptop,181,0.1500,,3,WW,November 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookAir_PER_Nov2020.pdf,6aeab656ce3f92357d0725ce4abe9592,0.0000,0.7600,,,13,,SSD 512GB,,,,27-05-2022,Manual,0.0800,

Apple,13-inch MacBook Air with Retina display (1.1GHz dual-core CPU) 256GB - 2020,Workplace,Laptop,174,0.1500,,3,WW,March 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookAir_w_Retina_PER_Mar2020.pdf,948955c0bcb6fcca620aea4c30b40b16,0.0000,0.7700,,,13,,SSD 256GB,,,,01-11-2020,Initial Parsing,0.0700,

Apple,13-inch MacBook Air with Retina display (1.1GHz quad-core CPU) 512GB - 2020,Workplace,Laptop,202,0.1500,,3,WW,March 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookAir_w_Retina_PER_Mar2020.pdf,948955c0bcb6fcca620aea4c30b40b16,0.0000,0.7700,,,13,,SSD 512GB,,,,01-11-2020,Initial Parsing,0.0700,

Apple,13-inch MacBook Pro (1.4GHz quad-core CPU) 256GB - 2020,Workplace,Laptop,217,0.1700,,3,WW,May 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookPro_PER_May2020.pdf,949f7ec215d893ae2fc909a3d83723fa,0.0000,0.7600,,,13,,SSD 256GB,,,,01-11-2020,Initial Parsing,0.0600,

Apple,13-inch MacBook Pro (2.0GHz quad-core CPU) 512GB - 2020,Workplace,Laptop,251,0.1700,,3,WW,May 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookPro_PER_May2020.pdf,949f7ec215d893ae2fc909a3d83723fa,0.0000,0.7600,,,13,,SSD 512GB,,,,01-11-2020,Initial Parsing,0.0600,

Apple,13-inch MacBook Pro (Four Thunderbolt 3 ports) 1TB - 2020,Workplace,Laptop,298,0.1900,,3,WW,November 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookPro_PER_Nov2020.pdf,e4b08638acfafa606243cfbaef4f2a19,0.0000,0.7300,,,13,,SSD 1024GB,,,,01-11-2020,Initial Parsing,0.0700,

Apple,13-inch MacBook Pro (Four Thunderbolt 3 ports) 512GB - 2020,Workplace,Laptop,251,0.1900,,3,WW,November 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookPro_PER_Nov2020.pdf,e4b08638acfafa606243cfbaef4f2a19,0.0000,0.7300,,,13,,SSD 512GB,,,,01-11-2020,Initial Parsing,0.0700,

Apple,13-inch MacBook Pro (M1 CPU) 256GB - 2020,Workplace,Laptop,185,0.1900,,3,WW,November 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookPro_PER_Nov2020.pdf,e4b08638acfafa606243cfbaef4f2a19,0.0000,0.7300,,,13,,SSD 256GB,,,,01-11-2020,Initial Parsing,0.0700,

Apple,13-inch MacBook Pro (M1 CPU) 512GB - 2020,Workplace,Laptop,207,0.1900,,3,WW,November 2020,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookPro_PER_Nov2020.pdf,e4b08638acfafa606243cfbaef4f2a19,0.0000,0.7300,,,13,,SSD 512GB,,,,01-11-2020,Initial Parsing,0.0700,

